Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2012,Malignant neoplasms (C00-C97),Cancer,LA,9308,190.7
2006,Malignant neoplasms (C00-C97),Cancer,DE,1780,190.7
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MD,11210,190.8
2013,Malignant neoplasms (C00-C97),Cancer,WV,4718,190.8
2004,Malignant neoplasms (C00-C97),Cancer,MI,19653,190.9
2003,Malignant neoplasms (C00-C97),Cancer,USA,556902,190.9
2007,Malignant neoplasms (C00-C97),Cancer,MO,12380,190.9
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WV,4767,191
1999,Malignant neoplasms (C00-C97),Cancer,CT,7054,191
2005,Malignant neoplasms (C00-C97),Cancer,NV,4238,191
2011,Malignant neoplasms (C00-C97),Cancer,ArKS,6497,191.1
2011,Malignant neoplasms (C00-C97),Cancer,OK,7997,191.1
2002,Malignant neoplasms (C00-C97),Cancer,MT,1911,191.1
2005,Malignant neoplasms (C00-C97),Cancer,NC,16724,191.2
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WV,4727,191.3
2010,Malignant neoplasms (C00-C97),Cancer,OK,7831,191.3
2006,Malignant neoplasms (C00-C97),Cancer,NC,17318,191.4
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NJ,19056,191.6
2001,Malignant neoplasms (C00-C97),Cancer,WI,10777,191.6
2000,Malignant neoplasms (C00-C97),Cancer,FL,39183,191.6
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OH,28069,191.7
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,TX,38384,191.7
2000,Malignant neoplasms (C00-C97),Cancer,IA,6448,191.7
2000,Malignant neoplasms (C00-C97),Cancer,WI,10638,191.7
2010,Malignant neoplasms (C00-C97),Cancer,AL,10196,191.7
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,HI,2512,191.8
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IN,13388,191.8
2000,Malignant neoplasms (C00-C97),Cancer,MN,9215,191.8
2012,Malignant neoplasms (C00-C97),Cancer,WV,4684,191.8
2008,Malignant neoplasms (C00-C97),Cancer,OH,24998,191.9
2004,Malignant neoplasms (C00-C97),Cancer,NV,4119,191.9
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MO,14579,192.1
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,USA,616828,192.1
2005,Malignant neoplasms (C00-C97),Cancer,IL,24250,192.1
2003,Malignant neoplasms (C00-C97),Cancer,RI,2328,192.1
2002,Malignant neoplasms (C00-C97),Cancer,TX,34164,192.2
2000,Malignant neoplasms (C00-C97),Cancer,NY,37198,192.2
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,VT,1289,192.3
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MN,9533,192.4
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OH,26164,192.4
1999,Malignant neoplasms (C00-C97),Cancer,KS,5334,192.4
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WY,950,192.5
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NV,5166,192.5
2003,Malignant neoplasms (C00-C97),Cancer,OR,7232,192.5
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,GA,15987,192.6
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KS,5960,192.6
2001,Malignant neoplasms (C00-C97),Cancer,TX,33488,192.6
2005,Malignant neoplasms (C00-C97),Cancer,MI,20094,192.6
2007,Malignant neoplasms (C00-C97),Cancer,IN,12778,192.6
2006,Malignant neoplasms (C00-C97),Cancer,ME,3089,192.7
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WA,11185,192.8
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MT,1944,192.8
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WY,994,192.9
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WV,4692,192.9
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NJ,18831,193
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NC,17395,193
2014,Malignant neoplasms (C00-C97),Cancer,MS,6534,193.1
2008,Malignant neoplasms (C00-C97),Cancer,OK,7657,193.1
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OR,7075,193.2
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MT,1984,193.3
2008,Malignant neoplasms (C00-C97),Cancer,DE,1912,193.3
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,SC,8996,193.4
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MO,13742,193.4
2007,Malignant neoplasms (C00-C97),Cancer,DE,1853,193.5
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,RI,2657,193.6
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WV,4666,193.7
2001,Malignant neoplasms (C00-C97),Cancer,AK,689,193.7
2004,Malignant neoplasms (C00-C97),Cancer,NC,16477,193.7
2011,Malignant neoplasms (C00-C97),Cancer,LA,9233,193.7
2003,Malignant neoplasms (C00-C97),Cancer,NH,2485,193.7
2016,Malignant neoplasms (C00-C97),Cancer,KY,10363,193.8
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,PA,32297,193.8
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NY,44501,193.8
2001,Malignant neoplasms (C00-C97),Cancer,KS,5448,193.8
2003,Malignant neoplasms (C00-C97),Cancer,NC,16145,193.9
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,UT,2909,194
2001,Malignant neoplasms (C00-C97),Cancer,WY,923,194
2000,Malignant neoplasms (C00-C97),Cancer,MT,1867,194
2003,Malignant neoplasms (C00-C97),Cancer,MI,19713,194.1
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OR,7262,194.2
2001,Malignant neoplasms (C00-C97),Cancer,WA,10802,194.2
2008,Malignant neoplasms (C00-C97),Cancer,IN,13137,194.3
2002,Malignant neoplasms (C00-C97),Cancer,USA,557271,194.3
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,DC,1171,194.4
2003,Malignant neoplasms (C00-C97),Cancer,MA,13551,194.6
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MO,14095,194.7
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NV,4687,194.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MO,14338,194.7
2010,Malignant neoplasms (C00-C97),Cancer,ArKS,6475,194.7
2006,Malignant neoplasms (C00-C97),Cancer,SC,8853,194.7
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NM,3402,194.8
2004,Malignant neoplasms (C00-C97),Cancer,IL,24289,194.8
2004,Malignant neoplasms (C00-C97),Cancer,NH,2554,194.8
2002,Malignant neoplasms (C00-C97),Cancer,DE,1621,194.8
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,HI,2390,195
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IA,7299,195
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NV,5434,195.1
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IL,26078,195.1
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MD,11157,195.1
1999,Malignant neoplasms (C00-C97),Cancer,MT,1854,195.1
1999,Malignant neoplasms (C00-C97),Cancer,WY,899,195.1
2014,Malignant neoplasms (C00-C97),Cancer,WV,4880,195.1
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,VA,14021,195.2
2006,Malignant neoplasms (C00-C97),Cancer,OK,7491,195.2
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WI,11909,195.4
2004,Malignant neoplasms (C00-C97),Cancer,GA,14313,195.5
1999,Malignant neoplasms (C00-C97),Cancer,WI,10755,195.5
2005,Malignant neoplasms (C00-C97),Cancer,PA,29616,195.6
2010,Malignant neoplasms (C00-C97),Cancer,TN,13593,195.7
2004,Malignant neoplasms (C00-C97),Cancer,SC,8348,195.8
2000,Malignant neoplasms (C00-C97),Cancer,WA,10668,195.8
2006,Malignant neoplasms (C00-C97),Cancer,MO,12519,195.8
2015,Malignant neoplasms (C00-C97),Cancer,KY,10312,195.9
2001,Malignant neoplasms (C00-C97),Cancer,NH,2398,195.9
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IL,25813,196
2004,Malignant neoplasms (C00-C97),Cancer,OK,7269,196
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,USA,616067,196.1
1999,Malignant neoplasms (C00-C97),Cancer,TX,32755,196.1
2004,Malignant neoplasms (C00-C97),Cancer,PA,29424,196.1
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NV,5043,196.3
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,CO,6420,196.3
2007,Malignant neoplasms (C00-C97),Cancer,OH,25230,196.3
2009,Malignant neoplasms (C00-C97),Cancer,AL,10289,196.3
2003,Malignant neoplasms (C00-C97),Cancer,GA,14032,196.3
2000,Malignant neoplasms (C00-C97),Cancer,TX,33300,196.3
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NM,3360,196.4
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WA,11141,196.4
2003,Malignant neoplasms (C00-C97),Cancer,MD,10292,196.4
2001,Malignant neoplasms (C00-C97),Cancer,VT,1249,196.4
2001,Malignant neoplasms (C00-C97),Cancer,USA,553768,196.5
2001,Malignant neoplasms (C00-C97),Cancer,OR,7057,196.5
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IA,7437,196.6
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NM,3191,196.6
1999,Malignant neoplasms (C00-C97),Cancer,NY,37609,196.6
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IN,13509,196.7
2006,Malignant neoplasms (C00-C97),Cancer,ArKS,6177,196.7
2004,Malignant neoplasms (C00-C97),Cancer,RI,2418,196.8
2013,Malignant neoplasms (C00-C97),Cancer,MS,6527,197
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NV,5761,197.2
2008,Malignant neoplasms (C00-C97),Cancer,TN,13162,197.2
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NV,4811,197.3
2000,Malignant neoplasms (C00-C97),Cancer,OR,6951,197.3
2002,Malignant neoplasms (C00-C97),Cancer,OR,7249,197.3
2003,Malignant neoplasms (C00-C97),Cancer,NJ,17957,197.3
2006,Malignant neoplasms (C00-C97),Cancer,OH,24975,197.3
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MO,13810,197.4
2011,Malignant neoplasms (C00-C97),Cancer,MS,6278,197.4
1999,Malignant neoplasms (C00-C97),Cancer,SD,1632,197.4
2009,Malignant neoplasms (C00-C97),Cancer,DC,1131,197.4
2009,Malignant neoplasms (C00-C97),Cancer,TN,13482,197.5
2008,Malignant neoplasms (C00-C97),Cancer,AL,10182,197.5
2006,Malignant neoplasms (C00-C97),Cancer,IN,12903,197.5
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NC,17271,197.6
2010,Malignant neoplasms (C00-C97),Cancer,LA,9203,197.6
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KY,10077,197.8
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MI,23520,197.9
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MO,14808,197.9
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,AK,563,198
2005,Malignant neoplasms (C00-C97),Cancer,MO,12419,198
2010,Malignant neoplasms (C00-C97),Cancer,WV,4685,198
2000,Malignant neoplasms (C00-C97),Cancer,VT,1240,198
2005,Malignant neoplasms (C00-C97),Cancer,OK,7446,198
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OR,7094,198.1
2003,Malignant neoplasms (C00-C97),Cancer,VA,13781,198.1
2005,Malignant neoplasms (C00-C97),Cancer,OH,24702,198.1
2002,Malignant neoplasms (C00-C97),Cancer,NJ,17827,198.1
2003,Malignant neoplasms (C00-C97),Cancer,IL,24464,198.2
1999,Malignant neoplasms (C00-C97),Cancer,OR,6905,198.2
2005,Malignant neoplasms (C00-C97),Cancer,SC,8652,198.2
1999,Malignant neoplasms (C00-C97),Cancer,WA,10653,198.3
2009,Malignant neoplasms (C00-C97),Cancer,ArKS,6513,198.3
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,GA,16165,198.5
2008,Malignant neoplasms (C00-C97),Cancer,WV,4605,198.5
2007,Malignant neoplasms (C00-C97),Cancer,OK,7727,198.5
2009,Malignant neoplasms (C00-C97),Cancer,LA,9098,198.6
2007,Malignant neoplasms (C00-C97),Cancer,AL,10025,198.7
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,CA,64871,198.8
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,TN,15429,198.8
2014,Malignant neoplasms (C00-C97),Cancer,KY,10263,198.8
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KS,6048,198.9
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MI,24794,198.9
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MT,1970,199
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,GA,15721,199.1
2004,Malignant neoplasms (C00-C97),Cancer,IN,12552,199.1
2005,Malignant neoplasms (C00-C97),Cancer,DE,1799,199.1
2013,Malignant neoplasms (C00-C97),Cancer,KY,10085,199.3
2002,Malignant neoplasms (C00-C97),Cancer,RI,2404,199.3
2007,Malignant neoplasms (C00-C97),Cancer,LA,8736,199.3
2006,Malignant neoplasms (C00-C97),Cancer,AL,9899,199.4
2001,Malignant neoplasms (C00-C97),Cancer,MT,1956,199.4
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NE,3954,199.6
2000,Malignant neoplasms (C00-C97),Cancer,USA,553091,199.6
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MI,24156,199.8
2003,Malignant neoplasms (C00-C97),Cancer,OK,7338,199.8
2009,Malignant neoplasms (C00-C97),Cancer,MS,6131,199.8
2005,Malignant neoplasms (C00-C97),Cancer,IN,12796,199.8
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,SC,8992,199.9
2001,Malignant neoplasms (C00-C97),Cancer,MI,19689,199.9
2002,Malignant neoplasms (C00-C97),Cancer,MI,19985,199.9
2002,Malignant neoplasms (C00-C97),Cancer,NC,16210,199.9
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NY,44981,200
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,FL,46279,200
2003,Malignant neoplasms (C00-C97),Cancer,PA,29841,200
2002,Malignant neoplasms (C00-C97),Cancer,VA,13602,200
2002,Malignant neoplasms (C00-C97),Cancer,GA,13975,200
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MI,23358,200.1
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,TX,38912,200.1
2011,Malignant neoplasms (C00-C97),Cancer,WV,4782,200.1
2003,Malignant neoplasms (C00-C97),Cancer,NV,4138,200.2
2012,Malignant neoplasms (C00-C97),Cancer,MS,6499,200.4
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KY,10013,200.5
2001,Malignant neoplasms (C00-C97),Cancer,VA,13345,200.5
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MI,25304,200.6
1999,Malignant neoplasms (C00-C97),Cancer,USA,549838,200.8
2011,Malignant neoplasms (C00-C97),Cancer,KY,9733,200.8
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MI,24692,200.9
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NV,6114,200.9
2003,Malignant neoplasms (C00-C97),Cancer,DC,1122,200.9
2004,Malignant neoplasms (C00-C97),Cancer,MO,12450,201.1
2001,Malignant neoplasms (C00-C97),Cancer,MA,13750,201.2
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,PA,32862,201.3
2002,Malignant neoplasms (C00-C97),Cancer,NV,3937,201.3
2007,Malignant neoplasms (C00-C97),Cancer,ArKS,6388,201.3
2002,Malignant neoplasms (C00-C97),Cancer,MA,13914,201.4
2010,Malignant neoplasms (C00-C97),Cancer,MS,6271,201.4
2008,Malignant neoplasms (C00-C97),Cancer,ArKS,6526,201.4
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,RI,2718,201.5
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MA,14634,201.5
2012,Malignant neoplasms (C00-C97),Cancer,KY,10012,201.5
2003,Malignant neoplasms (C00-C97),Cancer,DE,1719,201.5
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IN,13663,201.6
2008,Malignant neoplasms (C00-C97),Cancer,DC,1143,201.6
2007,Malignant neoplasms (C00-C97),Cancer,TN,13161,201.6
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,HI,2410,201.7
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ND,1632,201.8
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MO,13840,201.8
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,PA,33308,201.8
2002,Malignant neoplasms (C00-C97),Cancer,NH,2529,201.8
2007,Malignant neoplasms (C00-C97),Cancer,MS,6002,201.8
2002,Malignant neoplasms (C00-C97),Cancer,PA,29849,201.9
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NV,4646,202
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WY,975,202.1
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ID,2566,202.1
2003,Malignant neoplasms (C00-C97),Cancer,MO,12354,202.1
2004,Malignant neoplasms (C00-C97),Cancer,OH,24940,202.1
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,AZ,10887,202.2
2002,Malignant neoplasms (C00-C97),Cancer,MD,10395,202.2
2004,Malignant neoplasms (C00-C97),Cancer,ME,3124,202.2
1999,Malignant neoplasms (C00-C97),Cancer,GA,13225,202.3
2001,Malignant neoplasms (C00-C97),Cancer,RI,2398,202.5
2001,Malignant neoplasms (C00-C97),Cancer,NC,16065,202.7
2002,Malignant neoplasms (C00-C97),Cancer,IL,24737,202.8
2001,Malignant neoplasms (C00-C97),Cancer,GA,13818,202.8
2008,Malignant neoplasms (C00-C97),Cancer,MS,6166,202.9
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,RI,2751,203
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KY,10519,203
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,VA,14192,203
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MD,11314,203
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,CA,64916,203
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ME,3106,203
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ND,1623,203.1
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WA,11281,203.3
2000,Malignant neoplasms (C00-C97),Cancer,DE,1609,203.3
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KY,9971,203.4
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NH,2639,203.4
1999,Malignant neoplasms (C00-C97),Cancer,NH,2408,203.6
2006,Malignant neoplasms (C00-C97),Cancer,WV,4613,203.6
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,TN,14454,203.7
1999,Malignant neoplasms (C00-C97),Cancer,VT,1255,203.7
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NJ,19548,203.9
2000,Malignant neoplasms (C00-C97),Cancer,MI,19798,204
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,TN,14803,204.1
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,VT,1349,204.1
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,CT,8389,204.1
2002,Malignant neoplasms (C00-C97),Cancer,MO,12322,204.1
2000,Malignant neoplasms (C00-C97),Cancer,NC,15786,204.2
2009,Malignant neoplasms (C00-C97),Cancer,WV,4786,204.2
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MI,23326,204.3
2007,Malignant neoplasms (C00-C97),Cancer,WV,4690,204.3
2001,Malignant neoplasms (C00-C97),Cancer,NJ,18165,204.4
2003,Malignant neoplasms (C00-C97),Cancer,SC,8512,204.4
2005,Malignant neoplasms (C00-C97),Cancer,AL,9913,204.4
2001,Malignant neoplasms (C00-C97),Cancer,PA,29914,204.4
2004,Malignant neoplasms (C00-C97),Cancer,AL,9756,204.5
2006,Malignant neoplasms (C00-C97),Cancer,TN,13051,204.6
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NM,3423,204.8
2005,Malignant neoplasms (C00-C97),Cancer,ME,3218,204.8
2009,Malignant neoplasms (C00-C97),Cancer,KY,9634,204.9
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,DE,1914,205.1
2001,Malignant neoplasms (C00-C97),Cancer,IL,24778,205.1
2001,Malignant neoplasms (C00-C97),Cancer,NV,3815,205.1
2003,Malignant neoplasms (C00-C97),Cancer,ArKS,6119,205.1
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,TX,38782,205.2
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ID,2532,205.2
1999,Malignant neoplasms (C00-C97),Cancer,MI,19744,205.2
2005,Malignant neoplasms (C00-C97),Cancer,DC,1151,205.3
2003,Malignant neoplasms (C00-C97),Cancer,OH,25076,205.3
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,TN,14235,205.4
2003,Malignant neoplasms (C00-C97),Cancer,ME,3120,205.4
2001,Malignant neoplasms (C00-C97),Cancer,MD,10322,205.4
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,USA,631636,205.5
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MA,14736,205.5
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MI,23099,205.5
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NV,4591,205.6
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,TN,15223,205.6
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OR,7263,205.7
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MT,1995,205.7
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OH,26757,205.7
2008,Malignant neoplasms (C00-C97),Cancer,LA,9197,205.7
2002,Malignant neoplasms (C00-C97),Cancer,OK,7474,205.7
2002,Malignant neoplasms (C00-C97),Cancer,SC,8333,205.8
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IN,13682,205.9
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,NV,6457,205.9
2000,Malignant neoplasms (C00-C97),Cancer,NJ,18073,205.9
2000,Malignant neoplasms (C00-C97),Cancer,MO,12144,205.9
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,DE,1866,206
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MO,13916,206.1
2006,Malignant neoplasms (C00-C97),Cancer,LA,8853,206.1
2001,Malignant neoplasms (C00-C97),Cancer,OK,7411,206.3
2004,Malignant neoplasms (C00-C97),Cancer,DC,1152,206.4
1999,Malignant neoplasms (C00-C97),Cancer,MA,13853,206.4
2000,Malignant neoplasms (C00-C97),Cancer,RI,2433,206.4
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,MD,11268,206.6
2000,Malignant neoplasms (C00-C97),Cancer,GA,13690,206.7
1999,Malignant neoplasms (C00-C97),Cancer,NV,3556,206.7
1999,Malignant neoplasms (C00-C97),Cancer,OK,7312,206.7
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,SC,9030,206.8
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,OH,27324,206.9
2000,Malignant neoplasms (C00-C97),Cancer,NH,2484,206.9
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,ID,2489,207
2000,Malignant neoplasms (C00-C97),Cancer,PA,30161,207
2001,Malignant neoplasms (C00-C97),Cancer,MO,12365,207.1
1999,Malignant neoplasms (C00-C97),Cancer,NC,15815,207.1
2000,Malignant neoplasms (C00-C97),Cancer,MA,14027,207.2
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,AZ,10588,207.3
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,TN,15730,207.3
2005,Malignant neoplasms (C00-C97),Cancer,WV,4617,207.4
2000,Malignant neoplasms (C00-C97),Cancer,OK,7402,207.4
2003,Malignant neoplasms (C00-C97),Cancer,IN,12933,207.5
2005,Malignant neoplasms (C00-C97),Cancer,ArKS,6361,207.7
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,DC,1324,207.8
2008,Malignant neoplasms (C00-C97),Cancer,KY,9589,207.8
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WI,12479,207.9
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,AZ,10852,207.9
1999,Malignant neoplasms (C00-C97),Cancer,MO,12186,207.9
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,WV,4942,208.1
2004,Malignant neoplasms (C00-C97),Cancer,TN,12586,208.1
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,KY,10024,208.2
2003,Malignant neoplasms (C00-C97),Cancer,AL,9812,208.2
2007,Malignant neoplasms (C00-C97),Cancer,DC,1169,208.2
2000,Malignant neoplasms (C00-C97),Cancer,AK,704,208.2
2001,Malignant neoplasms (C00-C97),Cancer,ME,3045,208.3
2001,Malignant neoplasms (C00-C97),Cancer,SC,8272,208.3
2002,Malignant neoplasms (C00-C97),Cancer,AL,9698,208.3
2010,Malignant neoplasms (C00-C97),Cancer,KY,9930,208.3
2004,Malignant neoplasms (C00-C97),Cancer,DE,1827,208.3
2001,Malignant neoplasms (C00-C97),Cancer,OH,24804,208.4
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,IL,27007,208.5
2004,Malignant neoplasms (C00-C97),Cancer,ArKS,6304,208.6
